student_id,final_score,grade,pass_fail,previous_score,math_prev_score,science_prev_score,language_prev_score,daily_study_hours,attendance_percentage,homework_completion_rate,sleep_hours,screen_time_hours,physical_activity_minutes,motivation_score,exam_anxiety_score,parent_education_level,study_environment
S0501,74.43806701,C,1,78.39889427,79.06659879,69.76986063,74.09037892,2.127300013,75.02100211,71.42997946,7.752310532,5.60098493,81.25606824,9.973652269,1,High School,Noisy
S0502,65.25758314,C,1,69.48530015,68.72295097,66.09747689,69.63545754,1.737205588,80.22875103,75.40994741,7.17526589,1.245792618,108.8944751,4.459718884,5.049408222,High School,Noisy
S0503,57.68144608,D,1,57.0240189,60.56456228,62.99456591,46.26210117,1.157447519,72.84794651,61.47167241,8.251860836,3.867497925,113.5395116,6.838210751,2.629857741,Master,Quiet
S0504,79.42886819,C,1,84.75872608,89.54223767,79.85289843,89.14100431,1.087386848,79.89259118,62.31978685,6.242451913,5.268149643,77.59246963,8.812375356,3.820010849,Master,Noisy
S0505,88.97741343,B,1,77.66021449,73.73026719,75.33819318,69.85274838,4.097942412,81.71236397,85.08480667,7.04087568,2.209638641,97.84231354,8.733705379,1,High School,Quiet
S0506,43.81921606,F,0,48.94393166,42.2877669,51.25423613,56.46103081,1.537733709,56.92918599,64.27898983,6.549097665,5.381461743,69.53729451,8.55998295,3.117642492,Bachelor,Noisy
S0507,81.61419617,B,1,90.10099515,80.91996828,94.01794769,88.45039468,2.870882464,85.97535045,81.75645486,7.380404219,1.095217046,97.14739409,6.093969612,2.639398393,Bachelor,Moderate
S0508,80.13612211,B,1,85.23954836,87.779505,83.98185393,84.18121345,3.423587261,84.88355594,76.45900394,6.800840127,4.662273146,48.43213724,6.723119534,2.2872295,Master,Moderate
S0509,90.2071903,A,1,92.23899523,86.7221622,89.25144426,89.1003257,2.713407202,94.65614666,78.13829749,5.640291574,5.665566106,63.39582613,7.569810144,1.743585324,Master,Quiet
S0510,76.18238767,C,1,79.91457296,69.15012,87.02642227,78.47437859,1.108426609,76.10319247,61.58822146,6.594827207,4.285988308,87.08051989,9.843643501,1,Bachelor,Quiet
S0511,68.6061834,C,1,73.73783578,75.6807288,82.4323341,80.8304925,4.13400601,70.47715474,91.54649738,7.684247251,3.19514622,31.6342169,5.965283626,3.76681764,Bachelor,Quiet
S0512,79.5698198,C,1,63.003367,75.46836458,67.89765725,50.56432371,1.042052898,67.02454369,65.60632347,7.60414783,1.224405082,95.02151793,9.538863326,1,Bachelor,Quiet
S0513,79.90099181,C,1,91.30006658,91.26971203,91.7266573,97.68489351,4.047559578,78.96719079,92.14778835,6.390627173,5.600569067,105.1981951,5.616141509,3.564516898,Master,Quiet
S0514,100,A,1,87.63351392,91.82596779,83.59218531,89.32363133,4.573217975,90.50004375,103.1225392,7.232184968,3.351481113,65.9227495,9.934446793,1.224025204,Bachelor,Noisy
S0515,56.43545867,D,1,42.48702686,42.89617365,38.33480482,36.45191862,2.731359684,68.9867099,72.34564926,8.241835698,1.144983722,70.31481755,8.021582121,3.202211502,Master,Moderate
S0516,47.21131092,F,0,41.4501836,40.95573533,44.06275412,36.07362163,3.142169892,62.32617469,82.10132176,5.837656037,4.449105357,106.6153991,6.781068882,4.168227616,High School,Noisy
S0517,73.19970303,C,1,60.70548518,65.30086759,62.79747628,69.08745031,2.90793357,76.45921732,79.50166964,7.269506146,3.409186268,99.80891718,7.680342568,2.843656387,High School,Moderate
S0518,75.41566868,C,1,84.58043319,83.12906047,91.58842616,79.85289879,2.556834474,82.9600085,70.22207228,7.379412454,1.621726587,55.93345401,5.635187014,4.457556052,High School,Noisy
S0519,96.87711432,A,1,94.30018711,95.63714868,97.55243758,88.53343456,4.549698141,86.67453532,100.2784564,7.461911234,2.071359047,59.15784959,5.645043145,3.857926164,Bachelor,Noisy
S0520,49.29720434,F,0,48.27292901,49.88141804,40.7575275,53.95950172,4.575734043,62.47127641,107.380707,8.133239064,1.322453402,91.09904092,4.681327263,4.365515232,Master,Noisy
S0521,73.08144381,C,1,72.67718934,69.33673708,77.93692743,74.36995373,2.343265459,74.78663972,73.34762421,6.241466365,3.871467699,80.68782832,4.684301786,5.678693917,Bachelor,Quiet
S0522,66.6804538,C,1,60.94899711,65.90920886,55.95869398,56.25936923,3.460279016,62.73549078,87.1278956,6.26063356,4.110147396,44.6006614,6.086030449,2.740339159,Master,Moderate
S0523,94.28505206,A,1,93.34529188,92.4704931,91.42543552,94.42841676,4.707630249,87.99391976,97.49889486,5.973671573,3.528711492,57.89369183,8.577132867,1,Bachelor,Quiet
S0524,93.96461921,A,1,86.31654077,82.53781497,87.5675418,81.18777735,4.848233996,82.95660084,94.91441661,6.19976733,5.085510665,110.9984949,7.647827006,3.505086251,High School,Quiet
S0525,86.41719931,B,1,86.10807876,88.79062798,96.08641621,91.61218575,3.035836162,86.780843,71.25456023,7.07370294,5.305044107,91.93569931,4.615507362,7.28514168,Master,Noisy
S0526,71.19461563,C,1,65.77812379,61.28578388,81.32771657,71.08497861,2.811299221,73.35667938,74.5841248,6.716269811,4.078121983,118.7376886,9.11341915,1.279875988,Bachelor,Moderate
S0527,65.64994535,C,1,62.81507263,62.95597842,65.84868792,65.47510362,2.114777264,70.59401781,64.18798073,7.010802833,1.063782399,99.0311277,7.608205762,3.49825139,Master,Moderate
S0528,73.07706182,C,1,55.03738896,54.99179397,54.12140586,56.84569426,4.835487493,63.16272933,106.8753853,6.414316144,4.476148279,114.7776989,9.765133461,1,Master,Moderate
S0529,50.65982264,D,1,43.10065232,48.53013014,45.77318056,51.90659294,1.571257218,61.91109234,65.13702371,6.329070323,3.089996085,49.45697165,8.021112804,1,Bachelor,Moderate
S0530,79.23336803,C,1,87.55973069,89.93322186,91.99800782,87.55816233,3.319318304,87.4710515,81.4635864,6.289070724,3.827787416,99.43363873,5.051049182,5.561122436,Bachelor,Quiet
S0531,75.59719373,C,1,84.7095555,84.58442071,83.10621737,78.80018488,2.13020107,76.6380828,75.74777982,6.920788552,4.24540301,31.81957681,6.842700174,3.726589149,Master,Quiet
S0532,90.62784986,A,1,94.98447203,99.07330353,103.9605288,97.23184159,2.116033161,87.92960478,65.5515761,6.587708415,2.751183072,90.36840195,7.890985585,2.180682969,Master,Moderate
S0533,83.24058068,B,1,94.81502604,101.7660638,95.96537984,105.2452613,2.61987435,88.57272778,72.36442331,6.880669395,5.585492526,72.23540503,4.169588206,5.588036336,High School,Quiet
S0534,71.48904358,C,1,70.54874381,73.33779534,73.03745925,65.47494634,4.995171743,71.68404799,100.2920788,7.463477554,1.669874334,61.20840647,4.089461585,6.872748994,Master,Moderate
S0535,76.07431346,C,1,82.29430783,82.34607093,85.6239291,80.486994,1.219865227,78.20787239,67.34249723,6.735529641,4.357559036,107.6163917,4.776418004,4.237848963,High School,Quiet
S0536,92.95690927,A,1,91.96211514,85.40293398,94.0700482,94.04434533,3.314167273,87.13411182,85.65009795,7.554274146,1.0217979,106.8840923,5.50998661,3.716232811,High School,Noisy
S0537,70.25338495,C,1,86.73060649,81.40503817,90.92530899,86.46108224,1.330288632,77.69819815,64.54451203,6.699447261,5.623255527,32.00715344,6.577294741,2.414598752,High School,Noisy
S0538,53.05886572,D,1,53.6041456,52.07802207,50.51787966,48.69262769,1.61808332,68.55169137,66.57142188,7.922823744,1.562520666,84.85546102,6.924642843,3.16033012,Master,Moderate
S0539,71.51776401,C,1,64.77992744,61.73236643,61.98841867,70.38921672,2.758251767,67.91319185,79.58369695,7.725200831,1.474421151,63.10490019,4.828165654,4.083941334,High School,Moderate
S0540,62.66504757,D,1,47.10376783,46.16891132,41.60299667,58.70397144,3.041840525,68.86615238,81.42666978,7.482883103,2.665038165,67.40949014,8.040349475,1.275408345,Master,Quiet
S0541,92.31155924,A,1,92.4728065,92.75605612,94.67031265,93.45346379,2.035169633,97.92554198,65.20183496,7.033605736,2.86783143,104.8836665,7.57682837,1.717416068,Master,Moderate
S0542,72.97328857,C,1,73.33960489,75.98806867,77.23428741,68.81926345,2.265828523,72.36601844,72.88868134,7.649651395,2.071500362,57.88557944,5.766784593,3.972607075,Bachelor,Moderate
S0543,47.09892298,F,0,52.5753543,52.22286041,54.86421863,44.83055168,1.347868081,68.95871646,58.11023752,6.653378621,3.925608305,114.874393,4.081959301,4.430666253,Master,Quiet
S0544,71.13612321,C,1,76.94353764,79.37604586,85.31599981,78.23341755,2.212879135,74.8380593,72.53420407,7.036744664,3.21457049,46.16704437,4.465887492,5.6213175,Master,Moderate
S0545,80.653618,B,1,73.99705323,74.3194253,73.96907313,79.51643994,4.866233758,82.20329748,96.25909787,7.511414742,1.170877945,89.6450181,6.350168653,4.897134998,High School,Moderate
S0546,70.99632511,C,1,59.69894949,49.82161666,63.04265777,62.07478822,4.778829527,63.5231827,110.4852034,6.991912637,2.598260311,90.48945603,4.923846107,5.211645265,Master,Noisy
S0547,45.4771901,F,0,46.24566757,41.5489906,40.78716319,46.23364837,2.339513161,65.52576758,73.19565969,6.139794731,5.052164568,52.69756453,6.260917637,5.280403508,Master,Noisy
S0548,77.09317078,C,1,76.93652576,76.21608798,75.00102725,73.9901675,3.283415745,74.10331804,75.81295962,6.89929275,4.448507674,59.22755481,7.769095627,3.564902559,Bachelor,Noisy
S0549,79.75742205,C,1,68.61692355,62.56844984,72.09461234,63.15610539,4.638381564,73.27353883,95.71291459,7.267996676,4.624354268,105.1318643,7.283424567,3.49431048,Bachelor,Moderate
S0550,70.75515262,C,1,82.47751155,85.4771552,86.7230221,86.65126818,1.024735291,76.0836294,62.84414663,7.2383756,4.49058462,98.56247295,5.387055299,4.687630544,High School,Quiet
S0551,78.04261001,C,1,68.60899256,76.26274672,67.13915782,73.17785067,4.242734281,78.41624864,100.7941625,6.6052578,2.554865107,59.61862923,6.062934948,3.959565441,High School,Noisy
S0552,92.86507444,A,1,86.86998252,92.96379178,86.51198626,79.14133358,4.793478211,79.25008949,94.98752011,8.195105643,1.49831961,78.05608922,7.684187191,3.079612582,Bachelor,Moderate
S0553,71.87480888,C,1,70.35487613,69.28766178,62.7655074,78.30407102,1.365302937,77.93725936,55.7408895,7.132219973,2.36233592,35.55122666,9.165130168,1,Bachelor,Noisy
S0554,72.43852625,C,1,70.85158843,78.30521912,69.06644243,73.72194454,1.645790744,73.70530408,70.5420925,6.752688557,5.158926501,48.78712942,8.519280632,1,Master,Quiet
S0555,91.43077466,A,1,88.21594815,88.95928543,92.66786396,95.21392137,4.842985211,83.53561221,91.52685858,5.776186137,5.902353989,73.7238503,7.320400161,3.171603893,High School,Quiet
S0556,63.2788739,D,1,62.19155764,60.50612779,65.06758272,55.4809189,3.150160575,71.83455836,79.32082854,7.030219435,3.469235074,37.73763618,6.17375799,2.69517338,High School,Quiet
S0557,48.01085796,F,0,47.37083756,44.30382425,49.87416617,40.54171679,1.056786538,59.87629542,59.27976295,7.842311059,1.048501775,105.8999119,6.190307665,2.847551107,Master,Quiet
S0558,59.91367878,D,1,41.5830472,40.07069876,41.83191563,40.83820065,2.030527995,61.84335917,69.95711268,6.747630386,1.700224061,94.62055891,9.276503862,1,Master,Quiet
S0559,79.30019501,C,1,81.53254906,79.59166497,81.56786486,84.0464712,2.799774697,88.41794735,81.44356926,7.52101272,2.610402877,114.9270304,4.235461456,5.669413666,High School,Quiet
S0560,77.39991889,C,1,74.11702532,74.96910644,70.81541963,83.09882944,3.771635644,73.16803873,84.29818503,7.505089481,3.892926743,92.41202154,9.927895867,1,Bachelor,Moderate
S0561,86.66250898,B,1,78.72438725,79.52725715,82.21852935,82.25478181,3.932641513,85.22124434,87.95776886,7.500035558,1.375468229,114.6361235,7.986252465,2.179239099,Bachelor,Noisy
S0562,65.15596936,C,1,51.71302888,51.72825898,53.8178936,50.4996225,4.981686052,73.34700261,99.74550875,6.965048117,5.716786494,79.90613001,8.086826194,2.879313466,Master,Quiet
S0563,40.79390178,F,0,47.50043116,49.68512201,49.9605254,42.36858512,2.150044798,59.66944063,72.24843776,7.057527743,2.825418366,84.019675,4.227987024,4.643671406,High School,Noisy
S0564,53.08190074,D,1,40.79995661,46.75318799,38.1697824,46.94995948,3.152880407,53.12470528,82.01793995,6.755915939,5.56292109,117.9273949,7.633175649,3.639307682,Master,Noisy
S0565,66.18112438,C,1,59.28231573,64.03008641,48.51560114,54.45878861,3.133294191,71.15096237,83.51297079,5.419932313,4.902609014,87.79162322,6.908668361,1.531160814,Bachelor,Moderate
S0566,74.77309677,C,1,72.44547278,65.02098293,77.93123634,80.58781555,2.622581038,73.48569877,80.44500793,7.776232981,4.777186363,32.7707912,4.634673441,7.482650703,Bachelor,Quiet
S0567,55.48722866,D,1,61.57342248,48.80381681,59.1792352,60.15149923,1.676647575,80.12972734,68.72964633,7.537649753,4.033597899,95.1422499,5.667532065,3.921207505,Master,Quiet
S0568,79.21413222,C,1,64.06112071,68.73272027,59.74724189,72.01403107,4.909826253,72.20459806,101.3661901,6.617511522,4.133919085,111.4921823,9.341886737,1,Bachelor,Moderate
S0569,90.38156014,A,1,89.7287282,82.89433471,93.19612276,93.12338465,4.413268747,80.85336706,86.22157163,5.756950634,4.190016176,101.6022225,7.299930495,1,High School,Moderate
S0570,60.36385833,D,1,59.15405069,58.03022368,57.19398749,58.46907324,2.993332113,63.84122779,80.18445963,6.900932104,4.143606935,82.54499454,6.480499451,3.457364482,Master,Moderate
S0571,70.22499681,C,1,68.2694219,62.41885677,73.56910382,65.67244004,3.412981691,79.58423575,86.52735465,6.147444879,3.768641157,90.41731618,4.436092935,5.792389243,Master,Moderate
S0572,83.23583111,B,1,83.1009157,74.09101351,86.18594545,81.39637631,1.909044214,78.69453798,72.73514812,6.442805741,5.932070092,119.117261,8.284729164,1.629108731,Master,Moderate
S0573,86.64682651,B,1,61.80985303,64.51716667,65.22769964,63.95143649,3.175148282,71.12407051,78.28972894,6.807347008,4.661452837,38.15958797,8.21710494,1.219813983,Bachelor,Noisy
S0574,75.87322857,C,1,74.21476851,78.01054431,67.38498996,74.60055099,3.779880532,81.88639798,84.50360895,6.063878833,4.884731942,90.05203458,7.684261642,1.36917384,High School,Moderate
S0575,84.30442532,B,1,87.43000398,84.54745198,93.48972391,84.46094694,3.060668114,81.29371023,77.73617776,6.951789289,5.362314075,55.50579251,7.061575877,4.068950742,Master,Quiet
S0576,91.54504465,A,1,92.2236343,79.26842284,93.52988696,91.39547725,4.961140682,85.88217301,102.2934763,7.779327707,2.078198814,87.60813569,6.602706413,3.428100722,Master,Quiet
S0577,61.12292272,D,1,48.08904145,45.35781921,46.24265575,48.4819266,3.445366625,63.96167868,89.62307152,8.06220543,1.419020795,84.68612183,7.559626558,3.981125819,Bachelor,Moderate
S0578,90.63278367,A,1,90.96231938,92.92133941,91.67926172,80.31864891,2.48389485,88.89778225,72.80164797,6.980087197,3.414472183,43.81111489,5.40037271,4.073144935,High School,Moderate
S0579,84.21439925,B,1,67.06639612,59.67183828,58.18521995,69.35723669,4.08860811,76.48691974,95.42589267,6.221116923,3.570403478,48.60719812,9.647554385,1,Master,Moderate
S0580,49.8981359,F,0,54.20344136,55.12024096,56.24670541,49.30483523,1.681850046,66.00115202,67.43589951,6.945163466,5.1459089,85.94666202,7.532767175,3.28282707,Bachelor,Moderate
S0581,69.70615938,C,1,65.25246659,65.17591735,60.10560905,59.48580458,2.538063255,72.9444786,74.75920366,6.899138932,3.218917896,41.54069526,5.867154666,2.509870372,Master,Moderate
S0582,77.87403128,C,1,93.90179164,96.79824914,87.13844021,85.46506991,2.387835802,85.09200076,72.82143687,6.14883039,3.854265128,53.86627876,6.698079105,2.088457535,Bachelor,Quiet
S0583,59.08770259,D,1,67.09399517,67.69189701,59.48219924,58.12453268,2.72722838,66.15893555,81.00534063,7.585413275,3.635354693,105.1720993,8.834108733,2.263376238,High School,Noisy
S0584,64.52785076,D,1,58.08133857,53.21599386,63.64478044,51.30410105,4.127119304,70.32867357,92.89908212,8.692399585,1.191013919,59.43823554,4.969696364,3.858369706,Bachelor,Moderate
S0585,81.23031238,B,1,74.83704699,80.8199045,71.69073002,71.2919422,2.936692129,86.8794823,90.74604842,6.756553591,4.076074483,73.92541406,5.757013735,2.42393525,Master,Moderate
S0586,67.3014477,C,1,53.20800903,52.41536117,60.87664758,62.97430472,4.176057801,62.18540881,87.4994548,7.537495649,5.140216429,114.7026302,8.077048136,3.791479052,Master,Moderate
S0587,63.99951927,D,1,44.17248305,44.03596035,41.49347573,41.54308467,3.305955613,58.22109297,85.65006464,7.509406542,1.78750274,50.443418,5.892935239,2.713247113,Bachelor,Quiet
S0588,55.62783666,D,1,47.08838471,42.42204491,38.55159492,47.97713524,2.368277739,59.19055349,71.03677234,6.618274447,3.97165867,65.06634156,8.755010091,1.429109307,High School,Quiet
S0589,53.2044823,D,1,47.04252114,44.82610989,41.45989894,49.04492808,4.239914975,67.14421946,88.05271481,6.494354956,3.968052722,84.5811998,4.782720923,5.28636427,High School,Noisy
S0590,64.77267583,D,1,48.35464814,43.93063457,54.53370624,49.00997407,1.953158682,66.41975134,69.47725114,8.272263758,1.82092482,97.98050366,8.576117023,1,Master,Noisy
S0591,45.91692901,F,0,47.6354945,46.7707642,46.85600361,47.24827719,1.897531919,63.02505879,69.66208159,7.124732699,1.617317869,111.1488048,4.410110289,5.322572688,Master,Noisy
S0592,71.90218743,C,1,75.24811096,83.80665336,72.50667448,69.27164215,3.018011696,73.03396017,94.77098474,6.597556741,5.900259715,112.3925689,4.075555676,6.372857573,Bachelor,Noisy
S0593,62.38576992,D,1,50.00340464,43.14389893,50.80349577,57.25804238,2.043396984,65.46358628,69.51324076,6.829839328,2.968595848,99.89760669,9.389341113,1,Bachelor,Quiet
S0594,52.46994347,D,1,59.01170058,50.94389359,61.52061426,68.0476838,1.03634814,61.68273965,54.71258775,7.128714026,2.137108644,50.54977529,7.488035302,3.415485382,Bachelor,Noisy
S0595,93.01289816,A,1,89.32336254,96.67921418,94.91035662,80.91006907,3.593190109,85.37881411,87.29695468,7.95813803,1.856622722,32.2328397,6.110961383,3.501547303,High School,Moderate
S0596,76.20708685,C,1,66.06789021,65.02127183,73.31038636,60.94774726,3.044375286,77.39156704,70.07055267,6.508579006,4.338008568,64.53965373,5.395567822,5.31693662,High School,Quiet
S0597,84.06401952,B,1,76.71567562,73.37031193,74.91683239,75.31662391,2.782071258,72.10184213,77.36092867,6.583434364,4.047226487,42.73939659,7.7013147,1.609356232,Master,Quiet
S0598,60.88599886,D,1,49.47759292,54.67711635,42.84735449,44.65490394,4.867874058,57.07620507,98.758867,7.301074164,4.217760615,93.93488827,7.054013101,1.535519482,Master,Quiet
S0599,79.81684955,C,1,50.57589603,47.54781834,48.50857023,53.1057238,3.284796736,73.18513748,86.82096927,8.366689605,1.440030138,89.50175281,9.949586653,1,Master,Moderate
S0600,68.78602182,C,1,42.24777389,51.37782246,43.54917643,38.60641288,4.453726311,58.06508875,99.40537436,6.682043026,5.467672917,33.95744775,9.89929592,1,Bachelor,Quiet
S0601,57.30435142,D,1,49.29142847,52.68105783,44.47263384,60.11670881,1.557800945,70.32545346,63.06016135,6.788715517,2.946331984,105.2934401,7.810147397,3.199438571,High School,Moderate
S0602,63.92796624,D,1,55.32246865,52.88291161,50.53671407,61.27521162,3.276825853,66.891246,82.01518845,6.974641641,2.566847032,52.38689397,6.657223037,1.828203454,Master,Noisy
S0603,68.9155146,C,1,49.73557664,60.5221177,51.45451604,50.79844679,4.471918507,64.05801423,90.88858092,7.046415461,3.311807236,68.90043679,6.946845815,3.327193026,Master,Quiet
S0604,59.4205498,D,1,44.87863936,41.85006474,44.6353776,50.01357067,3.332423029,64.63138318,77.68391752,7.275365932,2.950330329,90.11403619,8.094874397,1.639201409,Master,Moderate
S0605,53.62873667,D,1,46.63497291,50.34544977,46.79895789,52.16447503,3.872056713,58.89749217,90.27004102,5.91070154,5.317885016,68.64769082,4.609447265,5.287904161,Master,Quiet
S0606,60.90264668,D,1,65.34283224,66.83929514,61.55035557,62.5230948,2.488174271,73.33390184,68.51381497,6.667627507,5.646304876,69.71590225,5.970112443,5.393494852,Master,Noisy
S0607,53.90728205,D,1,51.34835451,57.85706096,50.19635094,47.26726829,1.369798068,63.76673018,61.62484618,7.28757684,2.517266082,35.90651958,4.451633446,5.109939187,Master,Quiet
S0608,61.92650291,D,1,60.03484236,67.84239834,55.41367664,60.42555767,2.831601181,63.41495396,73.34014201,5.546242129,5.319679037,66.12991943,4.440164557,6.171437004,High School,Noisy
S0609,66.02527007,C,1,67.6879499,67.84797064,72.13894195,71.99613052,2.577917563,75.53138532,78.52759157,6.063252064,4.907615648,98.83631039,5.175035451,4.8625279,Master,Quiet
S0610,77.20452733,C,1,77.97171557,74.20462622,83.14796225,78.66701757,4.46824073,77.66931875,103.6895578,6.051724155,5.654038362,112.3658703,6.911519528,2.936461567,High School,Moderate
S0611,48.7814343,F,0,42.16216769,44.46202841,32.93122838,34.27718528,1.975981209,60.2959597,63.25187218,7.294945687,2.228751561,67.21474234,8.708645927,3.591323197,Bachelor,Noisy
S0612,84.95985421,B,1,83.96757194,80.57899509,79.32001764,79.95344972,4.86693691,75.93298125,89.40427669,7.779200673,3.884795751,68.12272442,6.912975347,1.645682907,High School,Quiet
S0613,79.44745192,C,1,74.53452142,84.60145766,67.05187515,74.1646571,4.832552479,85.22426255,97.70109037,7.407268776,2.372722924,93.23643957,6.012859663,5.276272172,Bachelor,Noisy
S0614,42.67666262,F,0,44.49674676,45.17942341,41.24662709,44.11841874,1.990526572,66.63194431,69.9837547,6.043472319,5.120472452,114.8494801,4.494117942,6.162288623,High School,Noisy
S0615,83.64500374,B,1,88.04682433,86.22021657,87.62963448,97.90953521,2.392207822,88.84419158,75.01537475,7.802329116,1.026620953,54.03548462,7.301773139,2.218701866,High School,Moderate
S0616,79.16075012,C,1,90.64798203,91.57138356,83.39975593,83.71804232,4.582222963,83.7967675,93.59062706,6.676727382,3.824095814,69.61297859,5.627611519,6.001706999,Master,Moderate
S0617,63.07736754,D,1,43.35928779,36.62365634,38.74998873,45.887234,4.866488884,53.03372945,97.66169234,7.353573973,2.696017156,101.6375919,7.689605068,1,High School,Moderate
S0618,68.49402626,C,1,55.22827065,50.37020046,50.20848379,62.67383619,2.773756411,77.37872224,79.57511617,7.506258283,2.613418535,84.87242124,9.863126435,1,High School,Moderate
S0619,79.7179983,C,1,84.34107039,90.34313993,85.37740704,95.69831912,2.283988183,81.86504765,78.04203629,7.337255838,4.224531619,39.95277096,4.667885929,4.123631867,Master,Noisy
S0620,76.94574112,C,1,81.15428297,77.86981158,81.50100466,79.13229586,3.104376053,76.83314251,71.26851668,6.410630078,5.257422247,86.4959462,5.272752392,5.139331073,Bachelor,Noisy
S0621,57.11694523,D,1,50.14865606,44.91410115,46.5399683,52.60580333,3.751076825,67.1583359,85.66607106,7.605687177,4.045976957,46.80716561,6.838567229,2.04836867,Master,Quiet
S0622,64.27059542,D,1,51.51421278,54.19747655,52.39831714,54.36301457,2.093898061,71.59271033,72.00802458,6.874251863,5.265864893,75.91943407,9.811682892,1,Master,Quiet
S0623,82.21260913,B,1,60.37596565,66.30448643,57.64256523,61.35337431,3.945892698,70.07273005,84.86904646,6.94938456,2.322985559,77.61929409,8.630858658,1.182704927,Master,Quiet
S0624,69.73867425,C,1,66.64876419,70.24353074,65.29048863,66.15453818,1.206629428,79.71725793,70.72214244,8.025675051,3.597509274,108.8583026,9.389375159,1,Bachelor,Moderate
S0625,79.40369337,C,1,74.00401243,78.98425086,82.37127289,76.18388938,1.197177971,82.41700591,58.79473031,7.187692448,3.252682695,71.62448466,6.002289091,4.386358155,High School,Noisy
S0626,71.04312968,C,1,60.29025018,56.50627473,66.99255544,47.62901975,2.545150821,64.76321915,75.24504477,7.264970399,1.058224498,55.149818,9.952230843,1,High School,Noisy
S0627,56.61283053,D,1,65.43940939,58.33035605,58.9415032,68.84975684,2.413892768,69.35075417,76.91903817,7.691238311,3.784060716,50.78697134,4.616996896,4.294368261,Master,Quiet
S0628,75.01661953,C,1,81.1109016,88.61756986,85.25956369,81.74179112,2.262532861,85.34313662,69.66890467,7.746602306,4.307621621,108.6826689,4.317837436,8.483535553,Master,Quiet
S0629,54.68777262,D,1,42.01757616,40.40417696,46.07455893,40.90520168,2.964079051,47.44572526,70.40792527,6.795615762,3.959572022,45.3909769,9.133615762,1,High School,Noisy
S0630,68.7240536,C,1,53.88403194,52.62986686,48.1427155,64.11834292,2.282934329,66.1947375,70.68607066,6.343755022,4.681399494,68.32817048,9.563589221,1,High School,Moderate
S0631,74.40772405,C,1,79.23422722,85.87519793,83.32811544,75.85955713,1.769031674,72.4629576,72.83751952,6.756803229,3.856697642,46.84558034,4.543512145,4.614389165,High School,Quiet
S0632,81.90731772,B,1,89.23637607,92.01752612,96.92603566,87.22099613,2.237878196,82.23541903,70.69430633,7.957240481,1.333751274,99.59736361,4.68056456,4.052158751,Bachelor,Quiet
S0633,79.4598727,C,1,68.14225932,70.42169818,62.52953529,78.10002583,4.899617091,72.57702921,94.76399941,8.164260041,1.58222762,72.6935376,4.199044947,6.62710067,Bachelor,Noisy
S0634,63.92414793,D,1,69.26624169,80.09125341,64.67872758,65.10593517,2.644453668,72.84189896,81.07289773,7.090531799,3.982372888,61.60293215,4.627045376,5.694607284,Master,Noisy
S0635,39.13625859,F,0,45.89446062,42.67686947,50.98276796,43.14388421,2.778851107,60.18592405,76.13463659,7.338392816,2.37489596,62.49896766,5.256518901,5.142193901,Bachelor,Quiet
S0636,82.73411807,B,1,64.60768018,69.24688082,65.96515673,63.87255306,3.30617996,66.81812184,80.51099553,8.329538192,1.398225645,106.6992786,9.820459713,1,Master,Quiet
S0637,87.36121073,B,1,69.29394966,69.57901528,72.05133103,73.49762207,4.933363074,86.10653116,100.0809112,6.899177648,3.148013717,79.83965589,8.007161333,1.71348842,High School,Moderate
S0638,69.65826177,C,1,53.3358777,54.67883909,55.03882378,54.37489024,1.966405106,76.00524887,73.51780211,7.383975772,3.77161299,94.6081066,8.671318153,1,High School,Moderate
S0639,67.15832887,C,1,54.8083777,62.45071983,56.76185731,48.34525097,3.725128442,61.59385975,99.15985208,7.062849618,2.643729942,110.7334665,8.656836422,1.261970394,Master,Moderate
S0640,67.87172961,C,1,60.75062897,63.28980775,54.11826833,58.08978616,3.863938774,78.28589824,92.77556828,6.834860926,4.602168511,111.1567508,7.210442499,3.624890937,High School,Moderate
S0641,56.83492914,D,1,41.10391588,43.79539627,46.34050441,38.06714371,3.429297667,58.55463049,90.0921765,6.677562805,4.218853041,59.56581489,8.784933866,1.551141546,Master,Quiet
S0642,65.91969929,C,1,57.71435411,63.07689079,63.56230407,57.32824888,1.354313359,69.50311442,61.01330259,7.172846367,2.664091805,115.7206137,7.574845194,2.925267635,Master,Quiet
S0643,60.71997773,D,1,51.62964038,49.80487674,50.48268666,53.75885868,3.707489103,65.49845039,81.9455505,6.378997948,4.774362645,32.23882938,5.887276586,4.612282323,Master,Quiet
S0644,57.32192476,D,1,58.01235437,53.81630603,57.79496962,60.10338315,1.256378844,65.70743398,62.87544519,7.399384452,4.243475213,63.91520049,7.366660653,3.517781785,Bachelor,Moderate
S0645,55.92791963,D,1,46.58691725,41.36287128,38.93137974,37.70685848,3.384570598,68.21272034,84.38155556,6.377368913,4.187226894,110.6218972,7.201051517,3.087098525,Master,Quiet
S0646,88.6588068,B,1,88.97900044,79.14721749,91.55027422,94.29870538,3.958324709,85.11893287,84.19068338,6.499742323,3.767138504,54.71731918,8.940718323,1.41812975,Master,Noisy
S0647,84.37811188,B,1,72.64758495,82.9286206,75.50787215,73.91042918,1.843879562,73.94103536,67.56232298,8.743412281,1.05694834,54.57733053,9.890363304,1.298442937,Master,Moderate
